timestamp,token,price,notional_usd,trigger_ts
2025-12-25T10:29:01.031Z,LEADER,0.56,1.1900000000000002,2025-12-25T10:29:23.771Z
2025-12-25T10:28:34.030Z,LAGGER,0.46,40.22553122000001,2025-12-25T10:29:23.771Z
2025-12-25T10:29:35.029Z,LAGGER,0.45,4.9995,2025-12-25T10:29:23.771Z
2025-12-25T10:29:39.029Z,LEADER,0.56,3.3600000000000003,2025-12-25T10:29:23.771Z
2025-12-25T10:29:40.034Z,LEADER,0.56,34.55999904,2025-12-25T10:29:23.771Z
2025-12-25T10:29:47.036Z,LEADER,0.56,28.000000000000004,2025-12-25T10:29:23.771Z
2025-12-25T10:29:48.031Z,LEADER,0.56,1.0999990400000002,2025-12-25T10:29:23.771Z
2025-12-25T10:29:59.028Z,LEADER,0.56,8.4,2025-12-25T10:29:23.771Z
2025-12-25T10:30:01.028Z,LEADER,0.56,1.2199992000000002,2025-12-25T10:29:23.771Z
2025-12-25T10:30:10.031Z,LEADER,0.56,9.9999984,2025-12-25T10:29:23.771Z
2025-12-25T10:30:19.032Z,LAGGER,0.45,450.0,2025-12-25T10:29:23.771Z
